logradouro;numero;complemento;valor_avaliacao;bairro;cidade;uf;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;sfh;cod_logradouro;latitude;longitude;ano
rua xavier marques;234;apto 601 edf aurora da jaqueira;437000,00;Gracas;Recife;PE;2017;817,55;93,9;0,03517;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-24;Bom;Apartamento;0,00;65471;-8.039501;-34.901674;2025
av dr malaquias;195;apto 0401 edf the plaza;1100000,00;Gracas;Recife;PE;2003;1975,32;186,76;0,01851;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-10;Bom;Apartamento;0,00;40797;-8.03911;-34.901829;2025
av dr malaquias;195;apto 0401 edf the plaza;1100000,00;Gracas;Recife;PE;2003;1975,32;186,76;0,01851;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-02;Bom;Apartamento;700000,00;40797;-8.03911;-34.901829;2025
rua do futuro;611;apto 0101 edf rossana;400000,00;Gracas;Recife;PE;1980;1445;126,46;0,03301;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-19;Bom;Apartamento;0,00;25879;-8.040025;-34.901358;2025
rua do futuro;611;apto 0203 edf rossana;360000,00;Graças;Recife;PE;1980;1445;110,61;0,02888;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-05;Bom;Apartamento;0,00;25879;-8.040025;-34.901358;2025
rua do futuro;595;apto 302 edf jaqueira park;250000,00;Gracas;Recife;PE;2012;1012,5;75,82;0,02595;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-17;Bom;Apartamento;150000,00;25879;-8.040105;-34.90125;2025
rua do futuro;595;apto 201 edf jaqueira park;265000,00;Gracas;Recife;PE;2012;1012,5;89,94;0,03078;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-29;Bom;Apartamento;0,00;25879;-8.040105;-34.90125;2025
rua do futuro;595;apto 502 edf jaqueira park;250000,00;Gracas;Recife;PE;2012;1012,5;75,82;0,02595;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-26;Bom;Apartamento;0,00;25879;-8.040105;-34.90125;2025
rua do futuro;595;apto 205 edf jaqueira park;245000,00;Gracas;Recife;PE;2012;1012,5;75,82;0,02595;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-01;Bom;Apartamento;0,00;25879;-8.040105;-34.90125;2025
rua do futuro;575;apto 0603 edf maria angela;580000,00;Gracas;Recife;PE;1999;2025;188,68;0,02469;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-26;Bom;Apartamento;0,00;25879;-8.040212;-34.901112;2025
rua do futuro;575;apto 1004 edf maria angela;1130000,00;Gracas;Recife;PE;1999;2025;357,46;0,04677;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-09;Bom;Apartamento;0,00;25879;-8.040212;-34.901112;2025
rua do futuro;551;apto 1502 edf príncipe de orleans;810000,00;Gracas;Recife;PE;1978;1875;268,57;0,02983;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-03;Bom;Apartamento;0,00;25879;-8.040365;-34.900944;2025
rua do futuro;551;apto 0402 edf principe de orleans;700000,00;Graças;Recife;PE;1978;1875;268,57;0,02983;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-09;Bom;Apartamento;0,00;25879;-8.040365;-34.900944;2025
rua paulino gomes de souza;50;apto 701 torre 1;780000,00;Gracas;Recife;PE;2010;1530;160,91;0,01478;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-10;Bom;Apartamento;0,00;49646;-8.040978;-34.900298;2025
rua paulino gomes de souza;50;apto 1502 torre 2;780000,00;Gracas;Recife;PE;2010;1530;159,13;0,01462;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-16;Bom;Apartamento;0,00;49646;-8.040978;-34.900298;2025
rua paulino gomes de souza;50;apto 1401 torre 1;780000,00;Gracas;Recife;PE;2010;1530;160,91;0,01478;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-14;Bom;Apartamento;80000,00;49646;-8.040978;-34.900298;2025
prc marcelino champagnat;90;apto 402 edf saint marcel;690000,00;Gracas;Recife;PE;2005;880;165,05;0,02777;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-16;Bom;Apartamento;452000,00;66664;-8.041243;-34.900468;2025
prc marcelino champagnat;90;apto 1602 edf saint marcel;625000,00;Gracas;Recife;PE;2005;880;165,05;0,02777;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-10;Bom;Apartamento;500000,00;66664;-8.041243;-34.900468;2025
prc marcelino champagnat;106;;2300000,00;Gracas;Recife;PE;1966;360,2;400,27;1;Médio;Casa;RESIDENCIAL;2025-10-24;Bom;Casa;0,00;66664;-8.041306;-34.900669;2025
prc marcelino champagnat;106;;2300000,00;Gracas;Recife;PE;1966;360,2;400,27;1;Médio;Casa;RESIDENCIAL;2025-03-17;Bom;Casa;0,00;66664;-8.041306;-34.900669;2025
rua paulino gomes de souza;156;apto 0301 edf panati;1000000,00;Gracas;Recife;PE;1994;808,6;335,74;0,11111;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-12-01;Bom;Apartamento;0,00;49646;-8.041899;-34.900782;2025
rua xavier marques;237;;730437,88;Gracas;Recife;PE;1946;270;132,96;1;Simples;Casa;COMERCIAL COM LIXO ORGANICO;2025-04-02;Bom;Casa;0,00;65471;-8.039695;-34.901933;2025
rua xavier marques;221;apto 1801 edf porto seguro;490000,00;Gracas;Recife;PE;2005;741,46;122,59;0,02777;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-12-01;Bom;Apartamento;0,00;65471;-8.039924;-34.901787;2025
rua xavier marques;221;apto 901 edf porto seguro;480000,00;Gracas;Recife;PE;2005;741,46;122,59;0,02777;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-28;Bom;Apartamento;0,00;65471;-8.039924;-34.901787;2025
rua xavier marques;209;apto 0501 edf caroa;957942,00;Gracas;Recife;PE;1996;1284;283,56;0,05266;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-02;Bom;Apartamento;0,00;65471;-8.039958;-34.901566;2025
rua xavier marques;209;apto 0501 edf caroa;957942,00;Gracas;Recife;PE;1996;1284;283,56;0,05266;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-03;Bom;Apartamento;0,00;65471;-8.039958;-34.901566;2025
rua xavier marques;165;apto 0602 edf jose guilherme serpa;560000,00;Gracas;Recife;PE;2003;845,87;109,9;0,02106;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-03;Bom;Apartamento;0,00;65471;-8.039713;-34.901288;2025
rua xavier marques;165;apto 0703 edf jose guilherme serpa;560000,00;Gracas;Recife;PE;2003;845,87;109,96;0,02107;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-17;Bom;Apartamento;0,00;65471;-8.039713;-34.901288;2025
rua do futuro;391;apto 0102 edf saint remi;790000,00;Gracas;Recife;PE;1996;1216;214,91;0,03353;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-11;Bom;Apartamento;0,00;25879;-8.041344;-34.899963;2025
rua do futuro;361;apto 0301 edf saint louis;800000,00;Gracas;Recife;PE;2001;1016,02;176,95;0,02777;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-07;Bom;Apartamento;0,00;25879;-8.041661;-34.899681;2025
rua do futuro;305;apto 1401 edf banzo;680000,00;Gracas;Recife;PE;1976;962;130;0,03333;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-16;Bom;Apartamento;0,00;25879;-8.042;-34.899412;2025
rua do futuro;305;apto 0402 edf banzo;695000,00;Gracas;Recife;PE;1976;962;130;0,03333;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-27;Bom;Apartamento;531000,00;25879;-8.042;-34.899412;2025
rua do futuro;305;apto 1302 edf banzo;520000,00;Gracas;Recife;PE;1976;962;130;0,03333;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-28;Bom;Apartamento;0,00;25879;-8.042;-34.899412;2025
rua do futuro;255;apto 0101 edf escaler;330000,00;Gracas;Recife;PE;1976;481,6;108,5;0,08333;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-19;Bom;Apartamento;0,00;25879;-8.042289;-34.899138;2025
rua abelardo;106;apto 0202 edf carla;353194,04;Gracas;Recife;PE;1979;551;133,48;0,08333;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-29;Bom;Apartamento;0,00;256;-8.04205;-34.899814;2025
rua abelardo;120;apto 0301 ed. colonial;374307,71;Graças;Recife;PE;1978;450;141,2;0,16666;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2025-06-16;Bom;Apartamento;224000,00;256;-8.041947;-34.899872;2025
rua do futuro;123;apto 1001 edf mykonos;588709,42;Gracas;Recife;PE;1973;1122,27;234,72;0,03397;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-17;Bom;Apartamento;0,00;25879;-8.043349;-34.898698;2025
rua do futuro;123;apto 0901 edf mykonos;585256,07;Gracas;Recife;PE;1973;1122,27;234,72;0,03397;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-20;Bom;Apartamento;0,00;25879;-8.043349;-34.898698;2025
rua do futuro;77;apto 1101 edf acropole;812000,00;Gracas;Recife;PE;1977;1084,2;337,33;0,08333;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-19;Bom;Apartamento;300000,00;25879;-8.043708;-34.898548;2025
rua alberto paiva;347;apto 204 edf fernando teixeira basto;600000,00;Gracas;Recife;PE;2023;2010,47;107,12;0,01189;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-14;Bom;Apartamento;0,00;1791;;;2025
rua alberto paiva;347;apto 404 edf fernando teixeira basto;620000,00;Gracas;Recife;PE;2023;2010,47;107,12;0,01189;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-07-21;Bom;Apartamento;0,00;1791;;;2025
rua alberto paiva;347;apto 501 edf fernando teixeira basto;620000,00;Gracas;Recife;PE;2023;2010,47;107,12;0,01189;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-14;Bom;Apartamento;0,00;1791;;;2025
rua alberto paiva;347;apto 501 edf fernando teixeira basto;620000,00;Gracas;Recife;PE;2023;2010,47;107,12;0,01189;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-21;Bom;Apartamento;0,00;1791;;;2025
rua alberto paiva;347;apto 801 edf fernando teixeira basto;630000,00;Gracas;Recife;PE;2023;2010,47;107,12;0,01189;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-14;Bom;Apartamento;0,00;1791;;;2025
rua alberto paiva;347;apto 801 edf fernando teixeira basto;630000,00;Gracas;Recife;PE;2023;2010,47;107,12;0,01189;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-25;Bom;Apartamento;0,00;1791;;;2025
rua alberto paiva;347;apto 1104 edf fernando teixeira basto;630000,00;Gracas;Recife;PE;2023;2010,47;107,12;0,01189;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-21;Bom;Apartamento;0,00;1791;;;2025
rua alberto paiva;347;apto 1104 edf fernando teixeira basto;630000,00;Gracas;Recife;PE;2023;2010,47;107,12;0,01189;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-14;Bom;Apartamento;0,00;1791;;;2025
rua alberto paiva;347;apto 1003 edf fernando teixeira basto;648000,00;Gracas;Recife;PE;2023;2010,47;150,65;0,01626;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-20;Bom;Apartamento;0,00;1791;;;2025
rua alberto paiva;347;apto 1003 edf fernando teixeira basto;893302,51;Gracas;Recife;PE;2023;2010,47;150,65;0,01626;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-13;Bom;Apartamento;0,00;1791;;;2025
rua alberto paiva;347;apto 1001 edf fernando teixeira basto;630000,00;Gracas;Recife;PE;2023;2010,47;107,12;0,01189;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-27;Bom;Apartamento;0,00;1791;;;2025
rua doze de outubro;51;apto 2 edf doze de outubro;159000,00;Gracas;Recife;PE;1956;425;77,9;0,15214;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2025-06-18;Bom;Apartamento;0,00;20389;-8.04282;-34.898987;2025
rua antonio novais;250;apto 1003 edf agra garden;329254,43;Gracas;Recife;PE;2010;836;82,31;0,03332;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-28;Bom;Apartamento;202500,00;6017;-8.042895;-34.90076;2025
rua abelardo;81;;832411,00;Gracas;Recife;PE;1939;409,66;142,61;1;Simples;Casa;COMERCIAL COM LIXO ORGANICO;2025-07-03;Bom;Casa;0,00;256;-8.042558;-34.899979;2025
rua doze de outubro;140;apto 0304 bloco b;350000,00;Gracas;Recife;PE;1974;2280;133,4;0,02016;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-18;Bom;Apartamento;0,00;20389;-8.043153;-34.899825;2025
rua doze de outubro;140;apto 0102 bloco a;330000,00;Graças;Recife;PE;1974;2280;142,29;0,0215;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-27;Bom;Apartamento;0,00;20389;-8.043153;-34.899825;2025
rua antonio novais;174;apto 0102 edf barbara;410000,00;Gracas;Recife;PE;1987;532,67;142;0,08363;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-26;Bom;Apartamento;0,00;6017;-8.043447;-34.900233;2025
rua souza de andrade;55;apto 0503 bloco d;364427,84;Graças;Recife;PE;1979;2110;140,74;0,02012;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-03;Bom;Apartamento;0,00;56227;-8.042933;-34.900131;2025
rua esmeraldino bandeira;411;apto 0402 edf joao de souza;430000,00;Graças;Recife;PE;1973;805;152,25;0,08333;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-28;Bom;Apartamento;300000,00;22624;-8.043998;-34.898972;2025
rua esmeraldino bandeira;411;apto 0301 edf joao de souza;417000,00;Graças;Recife;PE;1973;805;152,25;0,08333;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-03-27;Bom;Apartamento;60000,00;22624;-8.043998;-34.898972;2025
rua esmeraldino bandeira;395;apto 1301 edf príncipe eduardo;490000,00;Gracas;Recife;PE;2000;780,93;116,95;0,03571;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-04-24;Bom;Apartamento;0,00;22624;-8.044172;-34.898996;2025
rua esmeraldino bandeira;359;;1975000,00;Graças;Recife;PE;1997;581,62;530,09;1;Médio;Edificação Especial;COMERCIAL COM LIXO ORGANICO;2025-01-03;Bom;Edificação Especial;0,00;22624;-8.044548;-34.89909;2025
rua adalberto camargo;58;apto 0502 edf platano;450000,00;Gracas;Recife;PE;1985;1541,8;123,35;0,02272;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-14;Bom;Apartamento;0,00;612;-8.044375;-34.899464;2025
rua do futuro;17;apto 1102 edf príncipe de bragança;650000,00;Gracas;Recife;PE;1980;1442,9;206,97;0,02822;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-21;Bom;Apartamento;489600,00;25879;-8.044212;-34.89848;2025
rua do futuro;17;apto 0501 edf principe de braganca;431334,32;Gracas;Recife;PE;1980;1442,9;253,25;0,03454;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-17;Bom;Apartamento;0,00;25879;-8.044212;-34.89848;2025
rua do futuro;17;apto 0302 edf principe de braganca;600000,00;Gracas;Recife;PE;1980;1442,9;206,97;0,02822;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-02;Bom;Apartamento;410000,00;25879;-8.044212;-34.89848;2025
rua amelia;352;apto 0801 edf santa margarida;550000,00;Gracas;Recife;PE;1975;1575;176,75;0,025;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-07;Bom;Apartamento;0,00;73237;-8.044712;-34.898431;2025
rua amélia;352;apto 0703 edf santa margarida;440000,00;Graças;Recife;PE;1975;1575;176,75;0,025;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-12;Bom;Apartamento;0,00;73237;-8.044712;-34.898431;2025
rua amelia;352;apto 0804 edf santa margarida;432711,61;Gracas;Recife;PE;1975;1575;176,75;0,025;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-10;Bom;Apartamento;0,00;73237;-8.044712;-34.898431;2025
rua antonio novais;241;apto 0301 edf village da fonte;383000,00;Gracas;Recife;PE;1982;780;131,58;0,06853;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-06;Bom;Apartamento;260000,00;6017;-8.043186;-34.900984;2025
prc elvira andrade de souza;50;loja 0008 galeria dafonte center;90000,00;Gracas;Recife;PE;1985;473,5;18,86;0,06869;Médio;Loja <= 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-01-02;Bom;Loja;0,00;66346;-8.043426;-34.901134;2025
rua adalberto camargo;47;apto 0401 edf don perignon;810898,48;Gracas;Recife;PE;1986;1080;287,43;0,05777;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-24;Bom;Apartamento;250000,00;612;-8.044493;-34.89988;2025
rua antonio novais;51;apto 0701 edf cariama;440155,19;Gracas;Recife;PE;1989;1521;149,33;0,01787;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-13;Bom;Apartamento;0,00;6017;-8.044689;-34.90053;2025
rua antonio novais;51;apto 0204 edf cariama;430000,00;Gracas;Recife;PE;1989;1521;149,33;0,01787;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-11-13;Bom;Apartamento;188000,00;6017;-8.044689;-34.90053;2025
rua amelia;610;;2187176,00;Graças;Recife;PE;1942;420;491,6;1;Médio;Casa;COMERCIAL COM LIXO ORGANICO;2025-11-11;Bom;Casa;0,00;73237;-8.044821;-34.900862;2025
rua sergio magalhaes;66;;850000,00;Graças;Recife;PE;1942;346;221,22;1;Simples;Casa;RESIDENCIAL;2025-04-16;Bom;Casa;0,00;54747;-8.044422;-34.900826;2025
rua sergio magalhaes;65;apto 0901 edf itaqua village;850000,00;Gracas;Recife;PE;2000;1553,7;213,68;0,0168;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-02-19;Bom;Apartamento;630000,00;54747;-8.044435;-34.901215;2025
av rui barbosa;1435;;3570000,00;Jaqueira;Recife;PE;1952;1133,25;541,51;1;Médio;Casa;COMERCIAL COM LIXO ORGANICO;2025-07-03;Bom;Casa;0,00;59595;-8.040904;-34.903737;2025
rua madre loyola;60;;1047000,00;Jaqueira;Recife;PE;1950;477;150;1;Simples;Casa;RESIDENCIAL;2025-07-02;Bom;Casa;0,00;39241;-8.040887;-34.904001;2025
av rui barbosa;1363;sala 0110 edf emp ponte d uchoa;175000,00;Jaqueira;Recife;PE;2000;2103,15;48,54;0,00874;Superior;Sala <= 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-02-24;Bom;Sala;0,00;59595;-8.041468;-34.903771;2025
av rui barbosa;1363;sala 0111 edf emp ponte d uchoa;245000,00;Jaqueira;Recife;PE;2000;2103,15;68,34;0,01231;Superior;Sala <= 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-02-24;Bom;Sala;0,00;59595;-8.041468;-34.903771;2025
av rui barbosa;1363;sala 0124 edf emp ponte d uchoa;1000000,00;Jaqueira;Recife;PE;2004;2103,15;263,74;0,0475;Superior;Sala <= 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-11-06;Bom;Sala;0,00;59595;-8.041468;-34.903771;2025
av rui barbosa;1363;sala 0124 edf emp ponte d uchoa;1000000,00;Jaqueira;Recife;PE;2004;2103,15;263,74;0,0475;Superior;Sala <= 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-11-16;Bom;Sala;0,00;59595;-8.041468;-34.903771;2025
rua leonardo bezerra cavalcanti;59;apto 0902 edf residências da jaqueira;2300000,00;Jaqueira;Recife;PE;1992;6016,1;532,23;0,025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-09;Bom;Apartamento;0,00;38598;;;2025
rua leonardo bezerra cavalcanti;59;apto 1301 edf residencias da jaqueira;2300000,00;Jaqueira;Recife;PE;1992;6016,1;532,23;0,025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-08;Bom;Apartamento;0,00;38598;;;2025
rua leonardo bezerra cavalcanti;59;apto 1501 edf residências da jaqueira;130000,00;Jaqueira;Recife;PE;1992;6016,1;532,23;0,025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-31;Bom;Apartamento;0,00;38598;;;2025
rua leonardo bezerra cavalcanti;59;apto 1501 edf residências da jaqueira;2400000,00;Jaqueira;Recife;PE;1992;6016,1;532,23;0,025;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-30;Bom;Apartamento;0,00;38598;;;2025
av rui barbosa;1105;;29562538,00;Gracas;Recife;PE;1950;10050,62;1090;0,1371;Médio;Casa;COMERCIAL COM LIXO ORGANICO;2025-09-05;Bom;Casa;0,00;59595;-8.043611;-34.903098;2025
av rui barbosa;1105;;29562538,00;Gracas;Recife;PE;1950;10050,62;1090;0,1371;Médio;Casa;COMERCIAL COM LIXO ORGANICO;2025-06-18;Bom;Casa;0,00;59595;-8.043611;-34.903098;2025
av rui barbosa;1061;;1107989,13;Graças;Recife;PE;1939;530,79;298,8;1;Médio;Edificação Especial;COMERCIAL SEM LIXO ORGANICO;2025-09-05;Bom;Edificação Especial;0,00;59595;-8.043958;-34.902882;2025
av rui barbosa;1061;;1107989,13;Graças;Recife;PE;1939;530,79;298,8;1;Médio;Edificação Especial;COMERCIAL SEM LIXO ORGANICO;2025-06-25;Bom;Edificação Especial;0,00;59595;-8.043958;-34.902882;2025
rua alberto paiva;1047;;16047322,00;Gracas;Recife;PE;2024;3355,63;4868,63;1;Superior;Edificação Especial;COMERCIAL COM LIXO ORGANICO;2025-06-19;Bom;Edificação Especial;0,00;1791;;;2025
rua alberto paiva;1047;;16047322,00;Gracas;Recife;PE;2024;3355,63;4868,63;1;Superior;Edificação Especial;COMERCIAL COM LIXO ORGANICO;2025-09-05;Bom;Edificação Especial;0,00;1791;;;2025
av rui barbosa;965;;15838026,00;Gracas;Recife;PE;1997;4683,47;4194,16;1;Superior;Loja <= 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2025-11-27;Bom;Loja;0,00;59595;-8.044753;-34.902554;2025
av rui barbosa;911;;5095843,00;Gracas;Recife;PE;1997;1156,32;772,15;1;Superior;Posto de Combustível;COMERCIAL COM LIXO ORGANICO;2025-09-03;Bom;Posto de Abastecimento;0,00;59595;-8.045038;-34.902425;2025
av norte miguel arraes de alencar;2303;loja 0006 edf sao pedro;65000,00;Espinheiro;Recife;PE;1968;592;79,75;0,05689;Simples;Loja > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2025-02-13;Bom;Loja;0,00;46540;-8.039074;-34.891472;2025
rua alfredo de castro;75;;1548750,00;Espinheiro;Recife;PE;1942;624;328,54;1;Médio;Casa;COMERCIAL COM LIXO ORGANICO;2025-09-05;Bom;Casa;0,00;2410;-8.039903;-34.891434;2025
rua alfredo de castro;75;;1548750,00;Espinheiro;Recife;PE;1942;624;328,54;1;Médio;Casa;COMERCIAL COM LIXO ORGANICO;2025-06-18;Bom;Casa;0,00;2410;-8.039903;-34.891434;2025
rua alfredo de castro;67;;1003753,56;Espinheiro;Recife;PE;1942;405;358,19;1;Médio;Casa;RESIDENCIAL;2025-06-18;Bom;Casa;0,00;2410;-8.04004;-34.891479;2025
rua alfredo de castro;67;;1003753,56;Espinheiro;Recife;PE;1942;405;358,19;1;Médio;Casa;RESIDENCIAL;2025-09-05;Bom;Casa;0,00;2410;-8.04004;-34.891479;2025
rua alfredo de castro;49;;888196,81;Espinheiro;Recife;PE;1942;365,8;224,55;1;Médio;Casa;COMERCIAL COM LIXO ORGANICO;2025-06-18;Bom;Casa;0,00;2410;-8.040105;-34.891572;2025
rua alfredo de castro;49;;888196,81;Espinheiro;Recife;PE;1942;365,8;224,55;1;Médio;Casa;COMERCIAL COM LIXO ORGANICO;2025-09-05;Bom;Casa;0,00;2410;-8.040105;-34.891572;2025
av joao de barros;1648;;1799326,50;Espinheiro;Recife;PE;1984;495,62;402,51;1;Médio;Edificação Especial;COMERCIAL SEM LIXO ORGANICO;2025-11-28;Bom;Edificação Especial;0,00;33405;-8.040163;-34.891776;2025
av joao de barros;1664;apto 0409 edf joao de barros;130000,00;Espinheiro;Recife;PE;1972;1080;25;0,00736;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-08-01;Bom;Apartamento;0,00;33405;-8.039962;-34.891768;2025
av joao de barros;1664;apto 0307 edf joao de barros;200000,00;Espinheiro;Recife;PE;1972;1080;93;0,0274;Simples;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-20;Bom;Apartamento;0,00;33405;-8.039962;-34.891768;2025
av joao de barros;1812;apto 0303 edf lobras;201000,00;Espinheiro;Recife;PE;1969;1440;93,42;0,0217;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2025-07-01;Bom;Apartamento;160800,00;33405;-8.038967;-34.89182;2025
rua affonso neves baptista;239;;550000,00;Espinheiro;Recife;PE;1957;188;144,54;1;Médio;Casa;RESIDENCIAL;2025-08-13;Bom;Casa;0,00;1007;-8.039556;-34.890118;2025
rua affonso neves baptista;223;apto 504 edf estação espinheiro;250000,00;Espinheiro;Recife;PE;2007;720;61,23;0,03167;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-23;Bom;Apartamento;0,00;1007;-8.039632;-34.890247;2025
rua affonso neves baptista;223;apto 402 edf estacao espinheiro;290000,00;Espinheiro;Recife;PE;2007;720;76,85;0,03975;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-30;Bom;Apartamento;0,00;1007;-8.039632;-34.890247;2025
rua affonso neves baptista;223;apto 702 edf estação espinheiro;320000,00;Espinheiro;Recife;PE;2007;720;76,85;0,03975;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-06-16;Bom;Apartamento;200000,00;1007;-8.039632;-34.890247;2025
rua affonso neves baptista;223;apto 501 edf estacao espinheiro;310000,00;Espinheiro;Recife;PE;2007;720;76,85;0,03975;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-10-06;Bom;Apartamento;210000,00;1007;-8.039632;-34.890247;2025
rua affonso neves baptista;223;apto 602 edf estacao espinheiro;290000,00;Espinheiro;Recife;PE;2007;720;76,85;0,03975;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-09-03;Bom;Apartamento;0,00;1007;-8.039632;-34.890247;2025
rua affonso neves baptista;201;apto 0802 edf mariana;330000,00;Espinheiro;Recife;PE;1990;693,06;103,85;0,03871;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-05-12;Bom;Apartamento;100000,00;1007;-8.039803;-34.890357;2025
rua affonso neves baptista;175;apto 0302 edf urbano;272082,86;Espinheiro;Recife;PE;1982;750,48;113,84;0,04092;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2025-01-22;Bom;Apartamento;0,00;1007;-8.039962;-34.890485;2025
